word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
violence,'vaiәlәns,n. an act of aggression (as one against a person who resists)\nn. a turbulent state resulting in injuries and destruction etc.,"n. 猛烈, 暴力, 暴虐, 暴行\n[法] 暴行, 暴力, 暴乱",,4,1,gk cet4 cet6 ky toefl,1677,1037,,,
violent,'vaiәlәnt,a. acting with or marked by or resulting from great force or energy or emotional intensity\ns. effected by force or injury rather than natural causes\ns. (of colors or sounds) intensely vivid or loud,"a. 暴力的, 猛烈的, 激烈的, 极端的, 凶暴的",,3,1,gk cet4 cet6 ky toefl ielts,2807,2158,,,
virtually,'vә:tʃuәli,r. in essence or effect but not in fact,adv. 事实上,,3,1,cet4 cet6 ky toefl ielts,2034,2046,,,
virus,'vaiәrәs,n. (virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts; many are pathogenic; a piece of nucleic acid (DNA or RNA) wrapped in a thin coat of protein\nn. a harmful or corrupting agency\nn. a software program capable of reproducing itself and usually capable of causing great harm to files or other programs on the same computer,"n. 病毒, 滤过性病毒, 毒害\n[化] 病毒",,3,1,gk cet4 cet6 ky toefl ielts gre,3589,2701,s:viruses,,
visible,'vizәbl,a. capable of being seen; or open to easy view\ns. obvious to the eye\ns. present and easily available,"a. 看得见的, 明显的, 显然的\nn. 可见物",,3,1,cet4 cet6 ky ielts,2760,2304,,,
vision,'viʒәn,n. a vivid mental image\nn. the perceptual experience of seeing\nn. a religious or mystical experience of a supernatural appearance,"n. 视觉, 眼光, 视力, 幻想\nvt. 梦见, 想象, 显示",,3,1,cet4 cet6 ky toefl,1921,1216,s:visions,,
visit,'vizit,n. the act of going to see some person or place or thing for a short time\nn. a meeting arranged by the visitor to see someone (such as a doctor or lawyer) for treatment or advice\nn. the act of visiting in an official capacity (as for an inspection)\nn. the act of going to see some person in a professional capacity,"n. 拜访, 访问, 游览, 视察\nvt. 拜访, 访问, 参观, 视察, 降临\nvi. 访问, 参观, 闲谈",,5,1,zk gk,867,905,p:visited/s:visits/d:visited/i:visiting/3:visits,,
visitor,'vizitә,n. someone who visits,"n. 参观者, 游客, 访客\n[法] 视察人, 检视人, 检查员",,3,1,zk gk cet4 cet6 ky,1354,1698,s:visitors,,
vital,'vaitl,s. performing an essential function in the living body\ns. manifesting or characteristic of life,"a. 生命的, 重要的, 充满活力的, 生死攸关的, 致命的\n[医] 生命的, 生活的, 生活上必需的, 紧要的",,3,1,gk cet4 cet6 ky toefl ielts gre,1803,2916,s:vitals,,
vitamin,'vaitәmin,n. any of a group of organic substances essential in small quantities to normal metabolism,n. 维生素\n[化] 维生素,,3,,cet4 cet6 ky,4866,3715,s:vitamins,,
voice,vɒis,n. the distinctive quality or pitch or condition of a person's speech\nn. the sound made by the vibration of vocal folds modified by the resonance of the vocal tract\nn. a sound suggestive of a vocal utterance\nn. a means or agency by which something is expressed or communicated,"n. 声音, 嗓音, 嗓子, 愿望, 发言权, 表达, 喉舌, 语态\nvt. 表达, 吐露, 调音",,4,1,zk gk cet4 cet6 ky,487,465,s:voices/d:voiced/p:voiced/i:voicing/3:voices,,
volume,'vɒljum,n. the amount of 3-dimensional space occupied by an object\nn. a publication that is one of a set of several similar publications\nn. a relative amount\nn. the magnitude of sound (usually in a specified direction),"n. 册, 卷, 体积, 容量, 大量, 许多, 份量, 音量\nvi. 成团卷起\nvt. 把...收集成卷\na. 大量的\n[计] 卷",,4,1,cet4 cet6 ky toefl ielts,1358,1917,s:volumes,,
voluntary,'vɒlәntәri,n. composition (often improvised) for a solo instrument (especially solo organ) and not a regular part of a religious service or musical performance\na. of your own free will or design; done by choice; not forced or compelled\na. controlled by individual volition,"a. 自动的, 自愿的, 故意的, 志愿的, 自发的\nn. 自愿行动, 志愿者, 自由调",,3,,gk cet4 cet6 ky toefl ielts,2263,4701,s:voluntaries,,
volunteer,.vɒlәn'tiә,n. (military) a person who freely enlists for service\nn. a person who performs voluntary work\nv. tell voluntarily\nv. agree freely,n. 志愿者\na. 志愿的\nv. 自愿,,3,,gk cet4 cet6 ky toefl ielts,3012,2284,s:volunteers/p:volunteered/d:volunteered/i:volunteering/3:volunteers,,
vote,vәut,n. a choice that is made by counting the number of people in favor of each alternative\nn. the opinion of a group as determined by voting\nn. a body of voters who have the same interests\nn. the total number of voters who participated,"n. 投票, 选举, 选票, 表决, 选举权, 得票数\nvi. 投票, 选举\nvt. 投票选举, 投票决定, 公认, 使投票",,5,1,gk cet4 cet6 ky toefl,1228,1078,s:votes/d:voted/p:voted/i:voting/3:votes,,
voter,'vәutә,n. a citizen who has a legal right to vote,"n. 选民, 投票人\n[法] 选民, 选举人, 投票人",,4,,toefl,3263,1452,s:voters,,
vulnerable,'vʌlnәrәbl,a. susceptible to attack\ns. susceptible to criticism or persuasion or temptation\ns. capable of being wounded or hurt,"a. 易受伤害的, 有弱点的, 易受影响的, 脆弱的, 成局的\n[医] 易损的",,3,,cet6 ky toefl ielts gre,2998,2955,,,
wage,weidʒ,n. something that remunerates,"n. 工资, 报应, 报偿\nvt. 开展, 进行\nvi. 进行",,3,1,gk cet4 cet6 ky toefl gre,1404,2586,s:wages/d:waged/i:waging/p:waged/3:wages,,
wait,weit,n. the act of waiting (remaining inactive in one place while expecting something)\nv. stay in one place and anticipate or expect something\nv. wait before acting\nv. serve as a waiter or waitress in a restaurant,"n. 等待, 等候\nvt. 等候, 期待, 延缓, 伺候, 推迟\nvi. 等, 等候, 耽搁, 伺候用餐\n[计] 等待",,5,1,zk gk,463,400,i:waiting/p:waited/d:waited/3:waits/s:waits,,
wake,weik,"n. the wave that spreads behind a boat as it moves forward\nn. a vigil held over a corpse the night before burial\nv. be awake, be alert, be there\nv. make aware of","vt. 叫醒, 激发\nvi. 醒来, 醒着, 觉醒, 活跃起来\nn. 守侯, 守夜, 尾迹, 痕迹",,3,1,zk gk,2178,1764,p:woke/d:woken/i:waking/3:wakes/s:wakes,,
walk,wɒ:k,n. the act of traveling by foot\nn. manner of walking\nn. the act of walking somewhere\nn. a path set aside for walking,"n. 走, 散步, 步行, 行走的路程, 竞走, 散步场所\nvi. 走路, 步行, 处世\nvt. 走过, 遛, 使走, 护送...走",,5,1,zk gk,458,358,p:walked/i:walking/s:walks/d:walked/3:walks,,
wall,wɒ:l,n. an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure\nn. anything that suggests a wall in structure or function or effect\nn. (anatomy) a layer (a lining or membrane) that encloses a structure\nn. a difficult or awkward situation,"n. 墙, 墙壁, 垣, 内壁, 分界物, 屏障\na. 墙的\nvt. 给...建墙, 禁闭, 用墙围住\n[计] 背景墙",,5,1,zk gk ielts,577,571,s:walls/d:walled/i:walling/p:walled/3:walls,,
want,wɒnt,"v. have need of\nv. hunt or look for; want for a particular reason\nv. wish or demand the presence of\nv. be without, lack; be deficient in","n. 需要的东西, 缺乏, 贫困, 需要\nvt. 要, 希望, 应该, 缺少\nvi. 生活困苦, 需要, 缺少",,5,1,zk gk gre,94,83,p:wanted/3:wants/d:wanted/i:wanting,,
war,wɒ:,n. the waging of armed conflict against an enemy\nn. a legal state created by a declaration of war and ended by official declaration during which the international rules of war apply\nn. an active struggle between competing entities\nn. a concerted campaign to end something that is injurious,"n. 战争, 战争状态, 战术, 军事, 冲突, 斗争, 竞争\nvi. 进行战争, 作战, 打仗, 战斗\na. 战争的, 战时用的",,5,1,zk gk cet4 cet6 ky,304,349,s:wars/i:warring/p:warred/3:wars/d:warred/f:wars,,
warm,wɒ:m,v. get warm or warmer\nv. make warm or warmer\na. having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat\na. psychologically warm; friendly and responsive,"a. 暖和的, 暖的, 温暖的, 热烈的, 兴奋的, 激烈的, 多情的, 色情的\nvt. 使温暖, 弄热, 使兴奋, 使充满仇恨\nvi. 变暖和, 变温暖, 取暖, 激动, 同情, 爱好\nn. 暖, 保暖物",,4,1,zk gk ielts,1353,1356,r:warmer/i:warming/d:warmed/p:warmed/t:warmest/3:warms,,
warn,wɒ:n,"v. notify of danger, potential harm, or risk\nv. admonish or counsel in terms of someone's behavior\nv. ask to go away\nv. notify, usually in advance","vt. 警告, 提醒, 通知\nvi. 发出警告",,4,1,zk cet4 cet6 ky toefl,1512,1773,p:warned/d:warned/3:warns/i:warning,,
warning,'wɒ:niŋ,"n. a message informing of danger\nn. notification of something, usually in advance","n. 警告, 预告, 预兆, 通知\n[法] 警告, 警戒, 预告; 警告的, 注意的",,3,1,gk cet6,1911,2102,0:warn/1:i/s:warnings/i:warning,,
wash,wɒʃ,n. a thin coat of water-base paint\nn. the work of cleansing (usually with soap and water)\nn. the dry bed of an intermittent stream (as at the bottom of a canyon)\nn. a watercolor made by applying a series of monochrome washes one over the other,"n. 洗, 洗涤, 冲洗, 洗的衣服, 冲积物, 洼地\nvt. 洗, 洗涤, 洗清, 用水冲洗, 流过, 弄湿, 粉刷, 镀金属薄层于\nvi. 洗涤, 洗澡, 被冲蚀, 漂浮",,3,1,zk gk,1853,2143,d:washed/i:washing/p:washed/s:washes/3:washes,,
wasn't,'wɔznt,,prep. 不是,,5,,,0,0,,,
waste,weist,n. any materials unused and rejected as worthless or unwanted\nn. useless or profitless activity; using or expending or consuming thoughtlessly or carelessly\nn. (law) reduction in the value of an estate caused by act or neglect\nv. spend thoughtlessly; throw away,"n. 浪费, 废物, 损耗, 消耗, 荒地, 垃圾, 地面风化物\na. 废弃的, 荒芜的, 多余的\nvt. 浪费, 消耗, 使荒芜\nvi. 浪费, 消耗, 变消瘦",,4,1,zk gk cet4 cet6 ky ielts gre,1624,1986,i:wasting/d:wasted/s:wastes/p:wasted/3:wastes,,
watch,wɒtʃ,n. a small portable timepiece\nn. a period of time (4 or 2 hours) during which some of a ship's crew are on duty\nn. a purposeful surveillance to guard or observe\nn. the period during which someone (especially a guard) is on duty,"n. 观察, 手表, 看守, 守护, 监视, 值班人\nvt. 看, 注视, 照顾, 看守, 守护, 监视\nvi. 观看, 注视, 守侯",,3,1,zk gk toefl,490,323,i:watching/p:watched/d:watched/3:watches/s:watches,,
water,'wɒ:tә,"n. binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent\nn. once thought to be one of four elements composing the universe (Empedocles)\nn. a liquid necessary for the life of most animals and plants\nv. supply with water, as with channels or ditches or streams","n. 水, 雨水, 海水, 水位, 水面, 流水\nvt. 给...浇水, 供以水, 注入水, 使湿\nvi. 流泪, 流口水, 加水\na. 水的, 水上的, 水生的, 含水的",,5,1,zk gk ielts,236,226,s:waters/d:watered/i:watering/3:waters/p:watered,,
wave,weiv,n. one of a series of ridges that moves across the surface of a liquid (especially across a large body of water)\nn. a movement like that of a sudden occurrence or increase in a specified phenomenon\nn. (physics) a movement up and down or back and forth\nn. something that rises rapidly,"n. 波, 波浪, 波动, 起伏, 高潮, 潮涌, 挥手致意, (气压)突变\nvi. 波动, 飘动, 挥手示意, 起伏\nvt. 使波动, 使飘扬, 挥舞, 使成波浪形",,4,1,gk cet4 cet6 ky ielts,1586,1398,s:waves/p:waved/i:waving/d:waved/3:waves,,
way,wei,n. the condition of things generally\nn. a course of conduct\nn. any artifact consisting of a road or path affording passage from one place to another\nn. a journey or passage,"n. 路, 路线, 路途, 方法, 道路, 情形, 规模, 习惯, 行业, 方面\nadv. 远远地, 非常",,5,1,zk gk toefl,86,84,s:ways,,
we,wi:,"pl.  of I\nobj. The plural nominative case of the pronoun of the first\n   person; the word with which a person in speaking or writing denotes a\n   number or company of which he is one, as the subject of an action\n   expressed by a verb.",pron. 我们,,5,1,zk gk,26,24,,,
we'd,wi:d,,abbr. we had 我们已; we should 我们应,,3,,,0,0,,,
we'll,wi:l, Contraction for we will or we shall., (we shall或 we will 的常用口语形式),,4,,,0,0,,,
we're,wɪə(r),, (we are 的常用口语形式),,5,,,0,0,,,
we've,wi:v,," （尤当 have 为助动词时, we have 的常用口语形式）",,5,,,0,0,,,
weak,wi:k,a. wanting in physical strength\ns. tending downward in price\ns. deficient or lacking in some skill\ns. (used of verbs) having standard (or regular) inflection,"a. 不牢固的, 弱的, 虚弱的, 软弱的, 无力的, 无权力的, (论据等)不充分的\n[经] 疲软的",,4,1,zk gk cet4 cet6 ky,1990,2070,r:weaker/t:weakest,,
weaken,'wi:kәn,v. lessen the strength of\nv. become weaker,"vt. 削弱, 减弱, 使虚弱\nvi. 变弱, 变软弱",,3,,cet4 cet6,4459,4486,d:weakened/i:weakening/p:weakened/3:weakens,,
wealth,welθ,n. the state of being rich and affluent; having a plentiful supply of material goods and money\nn. the quality of profuse abundance\nn. an abundance of material possessions and resources\nn. property that has economic utility: a monetary value or an exchange value,"n. 财富, 资源, 财产, 丰富, 富裕, 大量\n[经] 财富",,3,1,zk gk cet4 cet6 ky ielts,2310,2559,,,
weapon,'wepәn,n. any instrument or instrumentality used in fighting or hunting\nn. a means of persuading or arguing,"n. 武器, 兵器\nvt. 武装",,4,1,cet4 cet6 ky toefl ielts,1559,929,s:weapons,,
wear,wєә,n. impairment resulting from long use\nn. the act of having on your person as a covering or adornment\nv. be dressed in\nv. have on one's person,"n. 穿着, 戴, 使用, 耗损, 服装, 耐久性\nvt. 穿着, 戴, 留(须、发等), 呈现, 磨损, 磨成, 耗损, 使疲乏, 消磨\nvi. 磨损, 变旧, 耐久, 渐变, 渐渐消失",,4,1,zk gk toefl ielts,673,518,i:wearing/p:wore/d:worn/3:wears,,
weather,'weðә,n. the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation\nv. face and withstand with courage\nv. cause to slope\nv. sail to the windward of,"n. 天气, 气象, 处境\na. 迎风的\nvt. 使受风吹雨打, 侵蚀, 使风化, 经受住\nvi. 风化, 受侵蚀, 经受风雨",,4,1,zk gk toefl ielts gre,1610,1614,d:weathered/s:weathers/p:weathered/i:weathering/3:weathers,,
wedding,'wediŋ,n. the social event at which the ceremony of marriage is performed\nn. a party of people at a wedding,"n. 婚礼, 结婚, 结婚周年纪念日, 结合\n[法] 结婚, 婚礼, 结婚纪念日",,3,1,gk cet4 cet6 ky toefl ielts,2391,2176,s:weddings/i:wedding/0:wedding/1:i,,
Wednesday,'wenzdi,n. the fourth day of the week; the third working day,n. 星期三,,4,1,zk gk ielts,1980,0,s:wednesdays,,
week,wi:k,n. any period of seven consecutive days\nn. a period of seven consecutive days starting on Sunday,"n. 星期, 周",,5,1,zk gk,180,188,s:weeks,,
